Index,AABA.AS,ACA.PA,AGN.AS,AIB.IR,ALV.DE,BAS.DE,BAY.DE,BBVA.MC,BNP.PA,CA.PA,ALU.PA,DBK.DE,DAI.DE,DTE.DE,ELE.MC,ENEL.MI,ENI.MI,FORA.AS,FTE.PA,G.MI,GLE.PA,INGA.AS,ISP.MI,LG.PA,MC.PA,MUV2.DE,OR.PA,PHIA.AS,REP.MC,RNO.PA,RWE.DE,SAN.MC,SAN.PA,SAP.DE,SGO.PA,SIE.DE,SZE.PA,TEF.MC,UC.MI,VIV.PA
2007-11-05,36.55,23.42,12.91,14.28,141.3,92.8,54.21,15.85,68.59,47.54,5.62,82.59,69.45,14.21,35.56,7.98,23.25,17.54,24.81,31.19,98.85,27.23,5.14,107.97,81.07,117.48,86.87,28.21,26.43,92.18,95.61,14.33,58.97,35.34,70,101.8,42.93,22.05,4.84,27.98
2007-11-12,36.2,23.27,12.63,14.11,141.77,90.16,52.73,16.2,71.46,50.32,5.52,84.06,64.02,14.81,36.34,8.03,23.53,18.02,25.94,31.64,101.1,26.15,5.18,108.49,80.08,115.75,91.36,27.31,24.8,89.32,89.16,14.33,57.54,34.9,69.13,95.45,44.25,22.86,5.23,28.3
2007-11-19,36.46,22.05,11.88,13.35,136.26,92.61,55.37,15.89,71.93,53.3,5.09,83.98,63.04,15.18,35.95,8.12,23.33,17.05,25.65,30.69,96.63,25.22,5.22,104.37,79.59,114.81,92.92,27.64,24.45,88.88,91.96,14.05,60.07,34.79,67.05,96.37,44.6,22.1,5.39,29.01
2007-11-26,36,24.02,12.21,14.76,141,94.76,54.97,16.52,77.15,52.91,5.58,89.79,66.91,15.1,37.06,8.19,23.69,18.3,25.95,31.35,104.37,26.53,5.45,108.87,82.59,119.12,93.16,27.85,24.66,94.04,93.38,14.19,62.36,34.94,67.25,101.75,44.09,22.91,5.52,29.84
2007-12-03,36.16,24.1,12.41,15.17,143.75,97.2,56.95,16.74,77.87,53.16,5.5,90.15,66.58,15.05,37.58,8.35,24.37,19.05,24.94,31.81,105.32,27.07,5.49,107.67,84.34,125.89,94.08,27.67,24.67,93.62,97.9,14.43,63.02,35.71,68.49,104.16,45.27,22.86,5.64,30.36
2007-12-10,36.11,23.76,12.19,15.13,144.3,98.23,58.04,16.71,74.64,51.81,5.44,89.15,63.47,15.09,36.67,8.23,23.92,18.47,24.66,31.68,99.52,27.06,5.43,124.68,82.89,124.1,94.13,29.34,24.63,92.61,95.36,14.24,61.24,35.81,67.48,103.41,44.71,22.6,5.42,29.98
2007-12-17,37.1,23.07,11.94,14.86,146.43,101.08,60.57,16.23,74.04,53.55,5.18,87.87,63.51,15.01,36.4,8.06,24.01,18.01,24.66,30.74,97.31,26.45,5.34,126.15,82,125.35,96.56,29.26,23.38,91.67,94.35,14.27,62.34,35.68,65.05,106.69,45.47,22.54,5.33,30.16
2007-12-24,37.05,23.04,12.18,15.08,147.95,101.41,61.01,16.28,74.5,53.28,4.98,89.4,63.97,15.02,35.85,8.14,24.36,18.21,24.65,31,97.85,26.78,5.41,124.2,82.87,127.17,96.9,28.67,23.87,92.67,96,14.34,60.93,35.53,64.51,106.79,45.67,22.22,5.38,29.99
2007-12-31,37.27,22.33,11.67,14.95,142.08,102.17,60.91,15.64,72.4,50.93,4.8,87.22,56.92,15,35.6,8.1,24.47,17.77,24.3,30.43,95.59,25.59,5.28,116.61,79.11,126.19,93.36,27.19,24.09,81.74,97.73,13.81,58.61,34.12,59.81,101.34,46.26,21.41,5.17,28.96
2008-01-07,37.5,22.46,11.45,14.44,140.15,99.84,62.64,15.04,72.68,50.49,4.53,84.2,55.72,15.32,35.88,7.97,24.31,17.22,25.37,31.04,96,25.85,5.28,112.68,73.17,125.29,85.32,26.58,23.88,81.05,97.21,13.29,62.8,32.81,57.44,95.34,45,22.33,5.38,29.26
2008-01-14,37,20.28,10.48,14.37,133.19,91.95,58.54,13.92,69.39,48.71,4.71,78.42,51.32,15.06,34.01,7.99,22.56,15.14,24.67,29.49,84.36,23.45,4.95,116.45,70.11,115.35,83.2,23.69,22.01,72.96,93.69,12.06,58.67,33.69,53.72,90.25,43.46,21.53,5.04,27.31
2008-01-21,37.5,20.26,10.06,15.42,121.62,84.26,52.22,13.93,65.5,48.31,4.32,76.9,49.43,13.58,31.25,7.39,21.35,13.21,23.21,28.89,73.02,21.6,4.67,112.43,69.78,107.54,81.34,25.08,21.07,73.23,82.67,11.72,53.23,31.42,52.22,83.86,39.49,19.65,4.72,25.58
2008-01-28,37.1,20.93,10.25,14.77,121.23,87.93,53.6,14.23,65.28,47.54,4.27,77.39,51.5,13.56,32,7.47,21.16,15.28,23.67,28.4,86.79,22.48,4.76,110.73,71.17,116.39,81.89,26,22,72.39,82.55,11.82,51.89,32.25,55.2,89.39,40.47,19.78,4.83,26.73
2008-02-04,37.76,18.2,9.46,14.07,115.7,83.95,53.31,13.2,59.08,45.23,4.14,75.87,49.1,13.23,31.7,7.39,20.7,13.65,23.9,27.94,76.83,20.67,4.45,106.78,68.91,108.94,79.42,25.48,20.86,63.65,84.62,11.39,49.58,32.79,49.84,85.58,39.41,19.3,4.32,25.18
2008-02-11,37.8,17.56,9.23,12.64,113.07,85.54,54.3,13.22,59.11,45.91,4.12,74.32,51.96,13.03,33.49,7.37,21.76,13.64,23.32,27.81,75.35,20.17,4.46,110.47,69,107.66,81.21,25.01,22.38,65.93,85.98,11.38,49.83,32.47,50.71,87.58,39.99,18.85,4.58,24.96
2008-02-18,37.82,17.41,9.66,13.24,116.16,84.53,51.22,13.28,61.2,46.89,4.04,74.37,53,12.69,32.85,7.28,22.07,14.04,22.72,28.26,63.84,22.55,4.39,115.26,70.35,111.54,78.76,25.59,21.92,65.92,80.24,11.48,49.55,32.51,53.12,87.66,39.41,19,4.57,25.63
2008-02-25,38.1,18.04,9.96,13.6,117.5,83.98,49.61,13.5,59.57,46.68,3.91,74.26,53.67,12.57,33.16,7.14,22.28,14.66,22.28,28.47,70.28,22.25,4.45,114.98,68.23,111.34,77.25,25.25,22.85,67.32,79.87,11.69,46.8,31.61,52.22,85.42,40.92,19.24,4.63,24.92
2008-03-03,38.1,17.57,9.18,13.13,111.14,83.28,45.61,12.69,57.45,47.81,3.61,70.96,51.8,11.93,32.4,6.94,21.96,14.77,21.23,27.7,64.25,20.99,4.25,112.93,66.12,105.91,75.34,24.74,20.89,62.23,77.85,11.08,45.27,31.7,49.66,81.5,39.59,18.26,4.37,24.1
2008-03-10,38.32,17.69,8.95,12.95,111.61,83.7,47.18,12.97,56.5,47.06,3.42,69.99,50.52,11.42,32.83,6.69,21.5,14.7,20.63,27.32,67.96,21.41,4.42,107.22,66.21,107.21,77.32,24.42,22.52,60.14,78.47,11.28,43.7,31.39,48.42,80.1,40.73,18.33,4.21,22.9
2008-03-17,38.72,19.29,8.92,13.45,112.82,83.73,47.06,13.24,61.51,47.46,3.38,70.27,50.88,10.48,32.4,6.51,20.29,15.16,20.25,27.13,60.63,22.42,4.35,105.5,65.12,110.91,78.11,23.31,21.86,64.09,76.01,11.78,44.32,31.38,47.47,67.01,38.88,17.89,3.92,23.37
2008-03-24,38.51,19.45,9.51,13.25,126.06,84.89,49.6,13.76,64.49,48.48,3.6,72.38,52.83,10.72,33.66,6.72,20.99,15.98,21.41,28.61,63.38,23.64,4.43,109.15,69.49,118.47,78.56,24.08,22.27,65.47,77.93,12.45,45.42,31.66,51.22,68.88,39.64,18.54,4.06,23.64
